0,<S>,1
523,435,r151
524,451,r164
524,441,r164
524,442,r164
525,458,r72
525,456,r72
526,456,r36
527,454,d671
528,458,r53
528,453,r53
529,<MasBool>,672
529,458,d673
529,453,r56
530,458,r54
530,453,r54
531,453,r44
532,453,r45
533,453,r41
534,453,r43
535,453,r42
536,453,d674
537,<MasNum>,675
537,458,d676
537,453,r51
538,458,r76
538,453,r76
539,<ListaIdsCont>,677
539,458,d678
539,453,r31
540,<MasChar>,679
540,458,d680
540,453,r59
541,458,r74
541,453,r74
542,458,r73
542,453,r73
543,<MasString>,681
543,458,d682
543,453,r48
544,458,r75
544,453,r75
545,<DeclSimple>,392
545,<ListaIds>,395
545,<DeclInicializada>,391
545,<Arreglos>,390
545,500,d398
545,<Inicializar>,393
545,<InicializarArreglos>,394
546,416,r14
546,415,r14
546,420,r14
546,407,r14
546,409,r14
546,413,r14
546,411,r14
546,500,r14
546,408,r14
546,412,r14
547,416,r12
547,415,r12
547,420,r12
547,407,r12
547,409,r12
547,413,r12
547,411,r12
547,500,r12
547,408,r12
547,412,r12
548,450,d683
549,<Valor>,684
549,<ExpreCompletas>,101
549,501,d117
549,502,d114
549,500,d113
549,<Expre>,100
549,<Llamadas>,103
549,<ExprLogica>,99
549,<ExprAritmeticas>,98
549,<Booleanos>,94
549,<CondicionLogica>,97
549,<Termino>,105
549,433,d118
549,434,d112
549,<Condicion>,96
549,<Factor>,102
549,443,d110
549,<UnidadCondicional>,106
549,450,d111
549,<Num>,104
549,<Comparacion>,95
549,503,d116
549,504,d115
549,<Var1>,108
549,<Var>,109
550,<DimenPosicion>,119
550,455,d685
550,500,d61
550,503,d62
551,420,r7
551,500,r7
551,412,r7
551,416,r7
551,407,r7
551,415,r7
551,409,r7
551,413,r7
551,411,r7
551,408,r7
552,506,d549
552,454,d686
553,450,d687
554,500,d688
555,455,d689
556,500,d690
557,456,d691
558,451,d692
559,<Instrucciones>,693
560,458,r111
560,451,r111
561,455,d694
562,451,r109
563,<Argumentos>,695
563,<Valor>,289
563,451,r64
563,<ExpreCompletas>,283
563,501,d298
563,502,d295
563,500,d294
563,<Expre>,282
563,<Llamadas>,285
563,<ExprLogica>,281
563,<ExprAritmeticas>,280
563,<Booleanos>,276
563,<CondicionLogica>,279
563,<Termino>,287
563,433,d299
563,434,d293
563,<Condicion>,278
563,<Factor>,284
563,443,d291
563,<UnidadCondicional>,288
563,450,d292
563,<Num>,286
563,<Comparacion>,277
563,503,d297
563,504,d296
563,<Var1>,290
563,<Var>,109
564,458,r112
564,451,r112
565,500,r114
566,416,r105
566,403,r105
566,415,r105
566,420,r105
566,401,r105
566,413,r105
566,411,r105
566,410,r105
566,500,r105
566,412,r105
567,<ListaInstr>,696
567,<Instruccion>,72
567,453,r118
567,<DeclVariable>,68
567,<Llamadas>,74
567,<Paso>,76
567,<Asignacion>,66
567,<ControlFlujo>,67
567,<Rugg>,78
567,<Reci>,77
567,<OpHuir>,75
567,500,d84
567,<Variable>,80
567,<IfElse>,71
567,<While>,81
567,<DoWhile>,69
567,<For>,70
567,<Switch>,79
567,422,d90
567,423,d88
567,432,d83
567,417,d91
567,424,d82
567,426,d87
567,428,d86
567,427,d89
567,429,d85
568,456,d697
569,456,d698
570,450,d699
571,454,d700
572,451,d701
573,456,r160
574,<Termino’>,702
574,<OpeMulDiv>,426
574,444,r150
574,445,r150
574,456,r150
574,440,r150
574,437,r150
574,439,r150
574,438,r150
574,435,r150
574,436,r150
574,446,d164
574,447,d165
575,<ExprAritmeticas>,703
575,<Termino>,465
575,<Factor>,463
575,450,d466
575,<Num>,464
575,500,d467
575,503,d469
575,504,d468
576,447,r153
576,444,r153
576,446,r153
576,445,r153
576,456,r153
576,439,r153
576,438,r153
576,440,r153
576,437,r153
576,435,r153
576,436,r153
577,<ExprAritmeticas’>,704
577,<OpeSumaResta>,429
577,456,r147
577,438,r147
577,440,r147
577,439,r147
577,437,r147
577,436,r147
577,435,r147
577,444,d168
577,445,d169
578,456,r168
578,441,r168
578,442,r168
579,<Termino’>,706
579,<OpeMulDiv>,705
579,444,r150
579,445,r150
579,456,r150
579,441,r150
579,442,r150
579,446,d164
579,447,d165
580,447,r152
580,444,r152
580,446,r152
580,445,r152
580,456,r152
580,441,r152
580,442,r152
581,<ExprAritmeticas’>,707
581,<OpeSumaResta>,708
581,456,r147
581,441,r147
581,442,r147
581,444,d168
581,445,d169
582,456,r166
582,441,r166
582,442,r166
583,456,r167
583,441,r167
583,442,r167
584,<ExprAritmeticas>,709
584,<Termino>,465
584,<Factor>,463
584,450,d466
584,<Num>,464
584,500,d467
584,503,d469
584,504,d468
585,447,r153
585,444,r153
585,446,r153
585,445,r153
585,456,r153
585,441,r153
585,442,r153
586,447,r74
586,444,r74
586,446,r74
586,445,r74
586,456,r74
586,441,r74
586,442,r74
587,447,r73
587,444,r73
587,446,r73
587,445,r73
587,456,r73
587,441,r73
587,442,r73
588,456,r165
588,441,r165
588,442,r165
589,447,r151
589,444,r151
589,446,r151
589,445,r151
589,456,r151
589,439,r151
589,438,r151
589,440,r151
589,437,r151
589,436,r151
589,435,r151
590,456,r164
590,441,r164
590,442,r164
591,456,r181
592,455,d710
593,425,d711
594,<ListaInstr>,712
594,<Instruccion>,72
594,453,r118
594,<DeclVariable>,68
594,<Llamadas>,74
594,<Paso>,76
594,<Asignacion>,66
594,<ControlFlujo>,67
594,<Rugg>,78
594,<Reci>,77
594,<OpHuir>,75
594,500,d84
594,<Variable>,80
594,<IfElse>,71
594,<While>,81
594,<DoWhile>,69
594,<For>,70
594,<Switch>,79
594,422,d90
594,423,d88
594,432,d83
594,417,d91
594,424,d82
594,426,d87
594,428,d86
594,427,d89
594,429,d85
595,458,r160
595,451,r160
596,<Termino’>,713
596,<OpeMulDiv>,442
596,445,r150
596,444,r150
596,458,r150
596,451,r150
596,440,r150
596,439,r150
596,437,r150
596,438,r150
596,435,r150
596,436,r150
596,446,d164
596,447,d165
597,<ExprAritmeticas>,714
597,<Termino>,465
597,<Factor>,463
597,450,d466
597,<Num>,464
597,500,d467
597,503,d469
597,504,d468
598,445,r153
598,447,r153
598,444,r153
598,446,r153
598,458,r153
598,451,r153
598,438,r153
598,440,r153
598,437,r153
598,439,r153
598,435,r153
598,436,r153
599,<ExprAritmeticas’>,715
599,<OpeSumaResta>,445
599,458,r147
599,451,r147
599,438,r147
599,440,r147
599,437,r147
599,439,r147
599,436,r147
599,435,r147
599,444,d168
599,445,d169
600,451,r65
601,458,r168
601,451,r168
601,441,r168
601,442,r168
602,<Termino’>,717
602,<OpeMulDiv>,716
602,458,r150
602,444,r150
602,445,r150
602,451,r150
602,441,r150
602,442,r150
602,446,d164
602,447,d165
603,447,r152
603,444,r152
603,458,r152
603,446,r152
603,445,r152
603,451,r152
603,441,r152
603,442,r152
604,<ExprAritmeticas’>,718
604,<OpeSumaResta>,719
604,458,r147
604,451,r147
604,441,r147
604,442,r147
604,444,d168
604,445,d169
605,458,r166
605,451,r166
605,441,r166
605,442,r166
606,458,r167
606,451,r167
606,441,r167
606,442,r167
607,<ExprAritmeticas>,720
607,<Termino>,465
607,<Factor>,463
607,450,d466
607,<Num>,464
607,500,d467
607,503,d469
607,504,d468
608,447,r153
608,444,r153
608,458,r153
608,446,r153
608,445,r153
608,451,r153
608,441,r153
608,442,r153
609,445,r74
609,447,r74
609,444,r74
609,446,r74
609,458,r74
609,451,r74
609,441,r74
609,442,r74
610,445,r73
610,447,r73
610,444,r73
610,446,r73
610,458,r73
610,451,r73
610,441,r73
610,442,r73
611,458,r165
611,451,r165
611,441,r165
611,442,r165
612,447,r151
612,444,r151
612,458,r151
612,446,r151
612,445,r151
612,451,r151
612,438,r151
612,440,r151
612,437,r151
612,439,r151
612,436,r151
612,435,r151
613,458,r164
613,451,r164
613,441,r164
613,442,r164
614,458,r181
614,451,r181
615,455,d721
616,451,d722
617,<Termino’>,723
617,<OpeMulDiv>,458
617,455,r150
617,444,r150
617,445,r150
617,446,d164
617,447,d165
618,<ExprAritmeticas’>,724
618,<OpeSumaResta>,461
618,455,r147
618,444,d168
618,445,d169
619,447,r151
619,444,r151
619,455,r151
619,446,r151
619,445,r151
620,<Factor>,725
620,450,d466
620,<Num>,464
620,500,d467
620,503,d469
620,504,d468
621,444,r148
621,445,r148
621,451,r148
622,451,r145
623,<Termino>,726
623,<Factor>,463
623,450,d466
623,<Num>,464
623,500,d467
623,503,d469
623,504,d468
624,451,d727
625,<ListaReacciones>,728
625,<ReaccionBloque>,729
625,430,d730
625,453,r198
625,431,d731
626,451,d732
627,422,r192
627,432,r192
627,424,r192
627,426,r192
627,423,r192
627,453,r192
627,417,r192
627,429,r192
627,500,r192
627,427,r192
627,428,r192
628,<ListaInstr>,733
628,<Instruccion>,72
628,453,r118
628,<DeclVariable>,68
628,<Llamadas>,74
628,<Paso>,76
628,<Asignacion>,66
628,<ControlFlujo>,67
628,<Rugg>,78
628,<Reci>,77
628,<OpHuir>,75
628,500,d84
628,<Variable>,80
628,<IfElse>,71
628,<While>,81
628,<DoWhile>,69
628,<For>,70
628,<Switch>,79
628,422,d90
628,423,d88
628,432,d83
628,417,d91
628,424,d82
628,426,d87
628,428,d86
628,427,d89
628,429,d85
629,422,r135
629,432,r135
629,424,r135
629,426,r135
629,423,r135
629,453,r135
629,417,r135
629,429,r135
629,500,r135
629,427,r135
629,428,r135
630,451,r114
631,456,d734
632,461,r160
632,456,r160
633,422,r134
633,432,r134
633,424,r134
633,426,r134
633,423,r134
633,453,r134
633,417,r134
633,429,r134
633,500,r134
633,427,r134
633,428,r134
634,<Termino’>,735
634,<OpeMulDiv>,481
634,461,r150
634,444,r150
634,445,r150
634,456,r150
634,440,r150
634,439,r150
634,437,r150
634,438,r150
634,435,r150
634,436,r150
634,446,d164
634,447,d165
635,<ExprAritmeticas>,736
635,<Termino>,465
635,<Factor>,463
635,450,d466
635,<Num>,464
635,500,d467
635,503,d469
635,504,d468
636,447,r153
636,444,r153
636,461,r153
636,446,r153
636,445,r153
636,456,r153
636,438,r153
636,440,r153
636,437,r153
636,439,r153
636,435,r153
636,436,r153
637,<ExprAritmeticas’>,737
637,<OpeSumaResta>,484
637,461,r147
637,456,r147
637,438,r147
637,440,r147
637,437,r147
637,439,r147
637,436,r147
637,435,r147
637,444,d168
637,445,d169
638,451,r137
639,456,r138
640,<MasExpreParaRugg>,738
640,461,d486
640,456,r139
641,461,r168
641,456,r168
641,441,r168
641,442,r168
642,<Termino’>,740
642,<OpeMulDiv>,739
642,461,r150
642,444,r150
642,445,r150
642,456,r150
642,441,r150
642,442,r150
642,446,d164
642,447,d165
643,447,r152
643,444,r152
643,461,r152
643,446,r152
643,445,r152
643,456,r152
643,441,r152
643,442,r152
644,<ExprAritmeticas’>,741
644,<OpeSumaResta>,742
644,461,r147
644,456,r147
644,441,r147
644,442,r147
644,444,d168
644,445,d169
645,461,r166
645,456,r166
645,441,r166
645,442,r166
646,461,r167
646,456,r167
646,441,r167
646,442,r167
647,<ExprAritmeticas>,743
647,<Termino>,465
647,<Factor>,463
647,450,d466
647,<Num>,464
647,500,d467
647,503,d469
647,504,d468
648,447,r153
648,444,r153
648,461,r153
648,446,r153
648,445,r153
648,456,r153
648,441,r153
648,442,r153
649,447,r74
649,444,r74
649,461,r74
649,446,r74
649,445,r74
649,456,r74
649,441,r74
649,442,r74
650,447,r73
650,444,r73
650,461,r73
650,446,r73
650,445,r73
650,456,r73
650,441,r73
650,442,r73
651,461,r165
651,456,r165
651,441,r165
651,442,r165
652,447,r151
652,444,r151
652,461,r151
652,446,r151
652,445,r151
652,456,r151
652,438,r151
652,440,r151
652,437,r151
652,439,r151
652,436,r151
652,435,r151
653,461,r164
653,456,r164
653,441,r164
653,442,r164
654,461,r181
654,456,r181
655,455,d744
656,<MasDeclInicializadas>,745
656,458,d171
656,456,r34
657,<Termino’>,746
657,<OpeMulDiv>,499
657,445,r150
657,444,r150
657,458,r150
657,456,r150
657,441,r150
657,442,r150
657,446,d164
657,447,d165
658,<ExprAritmeticas’>,747
658,<OpeSumaResta>,502
658,458,r147
658,456,r147
658,441,r147
658,442,r147
658,444,d168
658,445,d169
659,447,r151
659,444,r151
659,458,r151
659,446,r151
659,445,r151
659,456,r151
659,441,r151
659,442,r151
660,445,r149
660,444,r149
660,440,r149
660,439,r149
660,438,r149
660,437,r149
660,435,r149
660,436,r149
661,451,d507
662,438,r146
662,440,r146
662,437,r146
662,439,r146
662,436,r146
662,435,r146
663,444,r149
663,445,r149
663,451,r149
663,440,r149
663,437,r149
663,438,r149
663,439,r149
663,435,r149
663,436,r149
664,451,d523
665,451,r146
665,438,r146
665,440,r146
665,439,r146
665,437,r146
665,436,r146
665,435,r146
666,<Factor>,748
666,450,d518
666,<Num>,514
666,500,d519
666,503,d521
666,504,d520
667,444,r148
667,445,r148
667,451,r148
667,441,r148
667,442,r148
668,451,r145
668,441,r145
668,442,r145
669,<Termino>,749
669,<Factor>,513
669,450,d518
669,<Num>,514
669,500,d519
669,503,d521
669,504,d520
670,451,d750
671,<DimenPosicion>,119
671,500,d61
671,503,d62
672,453,r52
673,<ListaBool>,751
673,<ExpreBooleanos>,529
673,<Booleanos>,528
673,<ExpreLogica>,530
673,433,d544
673,434,d538
674,<MasIniArreglos>,752
674,458,d753
674,456,r40
675,453,r49
676,<ListaNum>,754
676,<Num>,537
676,503,d542
676,504,d541
677,453,r29
678,<ListaIds>,755
678,500,d539
679,453,r57
680,<ListaChar>,756
680,502,d540
681,453,r46
682,<ListaString>,757
682,501,d543
683,<Parametros>,758
683,<VeriParametros>,233
683,451,r107
683,<TiposDeParametros>,232
683,<TipoPrimitivo>,231
683,500,d235
683,<ObjDirectoParametro>,229
683,411,d18
683,412,d13
683,413,d14
683,415,d20
683,416,d15
683,418,d234
684,<MasDeclInicializadas>,759
684,458,d171
684,456,r34
685,507,d760
686,455,d685
687,<Parametros>,761
687,<VeriParametros>,233
687,451,r107
687,<TiposDeParametros>,232
687,<TipoPrimitivo>,231
687,500,d235
687,<ObjDirectoParametro>,229
687,411,d18
687,412,d13
687,413,d14
687,415,d20
687,416,d15
687,418,d234
688,450,d762
688,454,d763
689,506,d764
690,<IniObjArregloOpcional>,765
690,506,d241
690,456,r24
691,416,r19
691,415,r19
691,420,r19
691,407,r19
691,409,r19
691,413,r19
691,411,r19
691,500,r19
691,408,r19
691,412,r19
692,<BloqueInstr>,766
692,452,d767
693,421,d768
694,458,r114
694,451,r114
695,451,d769
696,453,d770
697,416,r25
697,403,r25
697,401,r25
697,420,r25
697,415,r25
697,413,r25
697,411,r25
697,410,r25
697,500,r25
697,412,r25
698,416,r26
698,403,r26
698,401,r26
698,420,r26
698,415,r26
698,413,r26
698,411,r26
698,410,r26
698,500,r26
698,412,r26
699,<Argumentos>,771
699,<Valor>,289
699,451,r64
699,<ExpreCompletas>,283
699,501,d298
699,502,d295
699,500,d294
699,<Expre>,282
699,<Llamadas>,285
699,<ExprLogica>,281
699,<ExprAritmeticas>,280
699,<Booleanos>,276
699,<CondicionLogica>,279
699,<Termino>,287
699,433,d299
699,434,d293
699,<Condicion>,278
699,<Factor>,284
699,443,d291
699,<UnidadCondicional>,288
699,450,d292
699,<Num>,286
699,<Comparacion>,277
699,503,d297
699,504,d296
699,<Var1>,290
699,<Var>,109
700,<DimenPosicion>,772
700,500,d61
700,503,d62
701,456,r20
702,444,r149
702,445,r149
702,456,r149
702,440,r149
702,437,r149
702,438,r149
702,439,r149
702,435,r149
702,436,r149
703,451,d589
704,456,r146
704,438,r146
704,440,r146
704,439,r146
704,437,r146
704,436,r146
704,435,r146
705,<Factor>,773
705,450,d584
705,<Num>,580
705,500,d585
705,503,d587
705,504,d586
706,444,r148
706,445,r148
706,456,r148
706,441,r148
706,442,r148
707,456,r145
707,441,r145
707,442,r145
708,<Termino>,774
708,<Factor>,579
708,450,d584
708,<Num>,580
708,500,d585
708,503,d587
708,504,d586
709,451,d775
710,456,r72
711,<IfElseAnidadas>,778
711,<IfElse>,777
711,<BloqueInstr>,776
711,424,d82
711,452,d628
712,453,d779
713,458,r149
713,444,r149
713,445,r149
713,451,r149
713,440,r149
713,439,r149
713,438,r149
713,437,r149
713,435,r149
713,436,r149
714,451,d612
715,458,r146
715,451,r146
715,438,r146
715,440,r146
715,437,r146
715,439,r146
715,436,r146
715,435,r146
716,<Factor>,780
716,450,d607
716,<Num>,603
716,500,d608
716,503,d610
716,504,d609
717,445,r148
717,444,r148
717,458,r148
717,451,r148
717,441,r148
717,442,r148
718,458,r145
718,451,r145
718,441,r145
718,442,r145
719,<Termino>,781
719,<Factor>,602
719,450,d607
719,<Num>,603
719,500,d608
719,503,d610
719,504,d609
720,451,d782
721,458,r72
721,451,r72
722,456,r183
723,445,r149
723,444,r149
723,455,r149
724,455,r146
725,<Termino’>,783
725,<OpeMulDiv>,620
725,444,r150
725,445,r150
725,451,r150
725,446,d164
725,447,d165
726,<ExprAritmeticas’>,784
726,<OpeSumaResta>,623
726,451,r147
726,444,d168
726,445,d169
727,447,r151
727,444,r151
727,446,r151
727,445,r151
727,451,r151
728,453,d785
729,<ListaReacciones>,786
729,<ReaccionBloque>,729
729,430,d730
729,453,r198
729,431,d731
730,457,d787
731,<definicion>,788
731,503,d790
731,502,d789
732,456,d791
733,453,d792
734,<IncreDecre>,793
734,500,d794
735,461,r149
735,444,r149
735,445,r149
735,456,r149
735,440,r149
735,439,r149
735,438,r149
735,437,r149
735,435,r149
735,436,r149
736,451,d652
737,461,r146
737,456,r146
737,438,r146
737,440,r146
737,437,r146
737,439,r146
737,436,r146
737,435,r146
738,456,d795
739,<Factor>,796
739,450,d647
739,<Num>,643
739,500,d648
739,503,d650
739,504,d649
740,444,r148
740,461,r148
740,445,r148
740,456,r148
740,441,r148
740,442,r148
741,461,r145
741,456,r145
741,441,r145
741,442,r145
742,<Termino>,797
742,<Factor>,642
742,450,d647
742,<Num>,643
742,500,d648
742,503,d650
742,504,d649
743,451,d798
744,461,r72
744,456,r72
745,456,d799
746,458,r149
746,444,r149
746,445,r149
746,456,r149
746,441,r149
746,442,r149
747,458,r146
747,456,r146
747,441,r146
747,442,r146
748,<Termino’>,800
748,<OpeMulDiv>,666
748,444,r150
748,445,r150
748,451,r150
748,441,r150
748,442,r150
748,446,d164
748,447,d165
749,<ExprAritmeticas’>,801
749,<OpeSumaResta>,669
749,451,r147
749,441,r147
749,442,r147
749,444,d168
749,445,d169
750,447,r151
750,444,r151
750,446,r151
750,445,r151
750,451,r151
750,441,r151
750,442,r151
751,453,r55
752,456,d802
753,<InicializarArreglos>,803
753,500,d804
754,453,r50
755,453,r30
756,453,r58
757,453,r47
758,451,d805
759,456,d806
760,452,d807
761,451,d808
762,<Argumentos>,809
762,<Valor>,289
762,451,r64
762,<ExpreCompletas>,283
762,501,d298
762,502,d295
762,500,d294
762,<Expre>,282
762,<Llamadas>,285
762,<ExprLogica>,281
762,<ExprAritmeticas>,280
762,<Booleanos>,276
762,<CondicionLogica>,279
762,<Termino>,287
762,433,d299
762,434,d293
762,<Condicion>,278
762,<Factor>,284
762,443,d291
762,<UnidadCondicional>,288
762,450,d292
762,<Num>,286
762,<Comparacion>,277
762,503,d297
762,504,d296
762,<Var1>,290
762,<Var>,109
763,<DimenPosicion>,810
763,500,d61
763,503,d62
764,418,d811
765,456,d812
766,416,r87
766,419,r87
766,414,r87
766,407,r87
766,420,r87
766,415,r87
766,409,r87
766,413,r87
766,411,r87
766,453,r87
766,500,r87
766,408,r87
766,412,r87
767,<ListaInstr>,813
767,<Instruccion>,72
767,453,r118
767,<DeclVariable>,68
767,<Llamadas>,74
767,<Paso>,76
767,<Asignacion>,66
767,<ControlFlujo>,67
767,<Rugg>,78
767,<Reci>,77
767,<OpHuir>,75
767,500,d84
767,<Variable>,80
767,<IfElse>,71
767,<While>,81
767,<DoWhile>,69
767,<For>,70
767,<Switch>,79
767,422,d90
767,423,d88
767,432,d83
767,417,d91
767,424,d82
767,426,d87
767,428,d86
767,427,d89
767,429,d85
768,<Valor>,814
768,<ExpreCompletas>,250
768,501,d265
768,502,d262
768,500,d261
768,<Expre>,249
768,<Llamadas>,252
768,<ExprLogica>,248
768,<ExprAritmeticas>,247
768,<Booleanos>,243
768,<CondicionLogica>,246
768,<Termino>,254
768,433,d266
768,434,d260
768,<Condicion>,245
768,<Factor>,251
768,443,d258
768,<UnidadCondicional>,255
768,450,d259
768,<Num>,253
768,<Comparacion>,244
768,503,d264
768,504,d263
768,<Var1>,257
768,<Var>,109
769,458,r28
769,451,r28
770,416,r116
770,403,r116
770,401,r116
770,420,r116
770,415,r116
770,413,r116
770,411,r116
770,410,r116
770,500,r116
770,412,r116
771,451,d815
772,455,d816
773,<Termino’>,817
773,<OpeMulDiv>,705
773,444,r150
773,445,r150
773,456,r150
773,441,r150
773,442,r150
773,446,d164
773,447,d165
774,<ExprAritmeticas’>,818
774,<OpeSumaResta>,708
774,456,r147
774,441,r147
774,442,r147
774,444,d168
774,445,d169
775,447,r151
775,444,r151
775,446,r151
775,445,r151
775,456,r151
775,441,r151
775,442,r151
776,422,r191
776,432,r191
776,424,r191
776,426,r191
776,423,r191
776,453,r191
776,417,r191
776,429,r191
776,500,r191
776,427,r191
776,428,r191
777,422,r190
777,432,r190
777,424,r190
777,426,r190
777,423,r190
777,453,r190
777,417,r190
777,429,r190
777,500,r190
777,427,r190
777,428,r190
778,422,r189
778,432,r189
778,424,r189
778,426,r189
778,423,r189
778,453,r189
778,417,r189
778,429,r189
778,500,r189
778,427,r189
778,428,r189
779,425,r116
780,<Termino’>,819
780,<OpeMulDiv>,716
780,445,r150
780,444,r150
780,458,r150
780,451,r150
780,441,r150
780,442,r150
780,446,d164
780,447,d165
781,<ExprAritmeticas’>,820
781,<OpeSumaResta>,719
781,458,r147
781,451,r147
781,441,r147
781,442,r147
781,444,d168
781,445,d169
782,447,r151
782,444,r151
782,458,r151
782,446,r151
782,445,r151
782,451,r151
782,441,r151
782,442,r151
783,444,r149
783,445,r149
783,451,r149
784,451,r146
785,422,r195
785,432,r195
785,424,r195
785,426,r195
785,423,r195
785,453,r195
785,417,r195
785,429,r195
785,500,r195
785,427,r195
785,428,r195
786,453,r196
787,<BloqueInstr>,821
787,452,d46
788,457,d822
789,457,r205
790,457,r204
791,422,r193
791,432,r193
791,424,r193
791,426,r193
791,423,r193
791,453,r193
791,417,r193
791,429,r193
791,500,r193
791,427,r193
791,428,r193
792,422,r116
792,432,r116
792,424,r116
792,426,r116
792,423,r116
792,453,r116
792,417,r116
792,429,r116
792,500,r116
792,427,r116
792,428,r116
793,451,d823
794,<ExpreOIncreDecre>,824
794,506,d828
794,<MasMasMenosMenos>,825
794,448,d826
794,449,d827
795,456,r137
796,<Termino’>,829
796,<OpeMulDiv>,739
796,461,r150
796,444,r150
796,445,r150
796,456,r150
796,441,r150
796,442,r150
796,446,d164
796,447,d165
797,<ExprAritmeticas’>,830
797,<OpeSumaResta>,742
797,461,r147
797,456,r147
797,441,r147
797,442,r147
797,444,d168
797,445,d169
798,447,r151
798,444,r151
798,461,r151
798,446,r151
798,445,r151
798,456,r151
798,441,r151
798,442,r151
799,456,r32
800,444,r149
800,445,r149
800,451,r149
800,441,r149
800,442,r149
801,451,r146
801,441,r146
801,442,r146
802,416,r38
802,403,r38
802,401,r38
802,420,r38
802,415,r38
802,413,r38
802,411,r38
802,410,r38
802,500,r38
802,412,r38
803,456,r39
804,454,d831
805,452,d832
806,416,r32
806,415,r32
806,420,r32
806,407,r32
806,409,r32
806,413,r32
806,411,r32
806,500,r32
806,408,r32
806,412,r32
807,<ListaValores>,833
807,<ListaIds>,533
807,<ListaString>,535
807,<ListaNum>,534
807,<ListaBool>,531
807,<ListaChar>,532
807,500,d539
807,501,d543
807,<Num>,537
807,<ExpreBooleanos>,529
807,502,d540
807,503,d542
807,504,d541
807,<Booleanos>,528
807,<ExpreLogica>,530
807,433,d544
807,434,d538
808,<BloqueInstr>,834
808,452,d767
809,451,d835
810,455,d836
811,500,d837
812,416,r22
812,415,r22
812,420,r22
812,407,r22
812,409,r22
812,413,r22
812,411,r22
812,500,r22
812,408,r22
812,412,r22
813,453,d838
814,456,d839
815,456,d840
816,456,r23
817,444,r149
817,445,r149
817,456,r149
817,441,r149
817,442,r149
818,456,r146
818,441,r146
818,442,r146
819,458,r149
819,444,r149
819,445,r149
819,451,r149
819,441,r149
819,442,r149
820,458,r146
820,451,r146
820,441,r146
820,442,r146
821,453,r197
822,<BloqueInstr>,841
822,452,d842
823,<BloqueInstr>,843
823,452,d628
824,<MasIncreDecre>,845
824,<IncreDecre>,844
824,451,r214
824,500,d794
825,500,r212
825,451,r212
826,500,r132
826,451,r132
827,500,r133
827,451,r133
828,<ExprAritmeticas>,846
828,<Termino>,849
828,<Factor>,847
828,450,d850
828,<Num>,848
828,500,d851
828,503,d853
828,504,d852
829,461,r149
829,444,r149
829,445,r149
829,456,r149
829,441,r149
829,442,r149
830,461,r146
830,456,r146
830,441,r146
830,442,r146
831,455,d854
832,<Instrucciones>,855
833,453,d856
834,416,r97
834,419,r97
834,414,r97
834,407,r97
834,420,r97
834,415,r97
834,409,r97
834,413,r97
834,411,r97
834,453,r97
834,500,r97
834,408,r97
834,412,r97
835,456,d857
836,456,d858
837,450,d859
838,416,r116
838,419,r116
838,414,r116
838,415,r116
838,420,r116
838,407,r116
838,409,r116
838,413,r116
838,411,r116
838,453,r116
838,500,r116
838,408,r116
838,412,r116
839,453,d860
840,416,r27
840,403,r27
840,401,r27
840,420,r27
840,415,r27
840,413,r27
840,411,r27
840,410,r27
840,500,r27
840,412,r27
841,430,r199
841,453,r199
841,431,r199
841,432,d861
842,<ListaInstr>,862
842,<Instruccion>,72
842,453,r118
842,<DeclVariable>,68
842,<Llamadas>,74
842,<Paso>,76
842,<Asignacion>,66
842,<ControlFlujo>,67
842,<Rugg>,78
842,<Reci>,77
842,<OpHuir>,75
842,500,d84
842,<Variable>,80
842,<IfElse>,71
842,<While>,81
842,<DoWhile>,69
842,<For>,70
842,<Switch>,79
842,422,d90
842,423,d88
842,432,d83
842,417,d91
842,424,d82
842,426,d87
842,428,d86
842,427,d89
842,429,d85
843,422,r194
843,432,r194
843,424,r194
843,426,r194
843,423,r194
843,453,r194
843,417,r194
843,429,r194
843,500,r194
843,427,r194
843,428,r194
844,451,r213
845,451,r210
846,500,r211
846,451,r211
847,<Termino’>,864
847,<OpeMulDiv>,863
847,444,r150
847,500,r150
847,445,r150
847,451,r150
847,446,d164
847,447,d165
848,447,r152
848,444,r152
848,500,r152
848,446,r152
848,445,r152
848,451,r152
849,<ExprAritmeticas’>,865
849,<OpeSumaResta>,866
849,500,r147
849,451,r147
849,444,d168
849,445,d169
850,<ExprAritmeticas>,867
850,<Termino>,465
850,<Factor>,463
850,450,d466
850,<Num>,464
850,500,d467
850,503,d469
850,504,d468
851,447,r153
851,444,r153
851,500,r153
851,446,r153
851,445,r153
851,451,r153
852,447,r74
852,444,r74
852,446,r74
852,500,r74
852,445,r74
852,451,r74
853,447,r73
853,444,r73
853,446,r73
853,500,r73
853,445,r73
853,451,r73
854,507,d868
855,421,d869
856,<MasIniArreglos>,870
856,458,d753
856,456,r40
857,416,r25
857,415,r25
857,420,r25
857,407,r25
857,409,r25
857,413,r25
857,411,r25
857,500,r25
857,408,r25
857,412,r25
858,416,r26
858,415,r26
858,420,r26
858,407,r26
858,409,r26
858,413,r26
858,411,r26
858,500,r26
858,408,r26
858,412,r26
859,<Argumentos>,871
859,<Valor>,289
859,451,r64
859,<ExpreCompletas>,283
859,501,d298
859,502,d295
859,500,d294
859,<Expre>,282
859,<Llamadas>,285
859,<ExprLogica>,281
859,<ExprAritmeticas>,280
859,<Booleanos>,276
